environment_rank,environment_key,parent_key,depth,observations,winners,hit_rate_percent,parent_observations,parent_adjusted_hit_rate_percent,adjusted_hit_rate_percent,lift_vs_root_pp,lift_vs_parent_pp,can_grow,environment,conditions_json,historical_row_count,ranking_score_percent,evidence_factor
617,red_warning=false AND spread_bucket=80+ AND value_count_bucket=3+,red_warning=false AND value_count_bucket=3+,3,2,2,100.0,11,49.3867,57.1734,17.8876,7.7867,False,Röd varning = Nej -> Spread = 80+ -> Antal value = 3+,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""3+""}]",2,42.267,0.1667
618,race_type=3-hästarslopp AND spread_bucket=80+ AND value_count_bucket=1,race_type=3-hästarslopp AND spread_bucket=80+,3,21,8,38.0952,56,49.5543,43.685,4.3993,-5.8693,True,Lopptyp = 3-hästarslopp -> Spread = 80+ -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",21,42.2659,0.6774
619,spike_score_bucket=350–375 AND spread_bucket=80+ AND value_count_bucket=1,spike_score_bucket=350–375 AND spread_bucket=80+,3,11,4,36.3636,28,49.6594,44.9415,5.6558,-4.7179,True,SpikeScore = 350–375 -> Spread = 80+ -> Antal value = 1,"[{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",11,42.2483,0.5238
620,score_gap_bucket=15–20 AND spike_score_bucket=350–375 AND yellow_warning=true,score_gap_bucket=15–20 AND spike_score_bucket=350–375,3,4,2,50.0,8,49.4161,49.6107,10.325,0.1946,False,ScoreGap = 15–20 -> SpikeScore = 350–375 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""15–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",4,42.2357,0.2857
621,score_gap_bucket=20+ AND spike_score_bucket=325–350 AND spread_bucket=60–70,score_gap_bucket=20+ AND spike_score_bucket=325–350,3,3,1,33.3333,20,54.874,52.0643,12.7786,-2.8097,False,ScoreGap = 20+ -> SpikeScore = 325–350 -> Spread = 60–70,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""60–70""}]",3,42.2346,0.2308
622,score_gap_bucket=10–15 AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND yellow_warning=false,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND yellow_warning=false,4,1,1,100.0,13,69.5163,71.6937,32.408,2.1774,False,ScoreGap = 10–15 -> SpikeGap = 40+ -> SpikeScore = 325–350 -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""10–15""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",1,42.2319,0.0909
623,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND spread_bucket=60–70 AND yellow_warning=false,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND yellow_warning=false,4,1,1,100.0,13,69.5163,71.6937,32.408,2.1774,False,SpikeGap = 40+ -> SpikeScore = 325–350 -> Spread = 60–70 -> Gul varning = Nej,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""60–70""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",1,42.2319,0.0909
624,spike_gap_bucket=40+ AND value_count_bucket=1,spike_gap_bucket=40+,2,34,14,41.1765,107,46.3442,43.0904,3.8047,-3.2538,True,SpikeGap = 40+ -> Antal value = 1,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",34,42.2257,0.7727
625,red_warning=false AND spike_score_bucket=325–350 AND spread_bucket=60–70,red_warning=false AND spike_score_bucket=325–350,3,4,2,50.0,42,49.486,49.5717,10.286,0.0857,False,Röd varning = Nej -> SpikeScore = 325–350 -> Spread = 60–70,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""60–70""}]",4,42.2246,0.2857
626,spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND value_count_bucket=1,spike_gap_bucket=40+ AND spike_score_bucket=350–375,3,9,4,44.4444,35,45.9433,45.4781,6.1924,-0.4652,True,SpikeGap = 40+ -> SpikeScore = 350–375 -> Antal value = 1,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",9,42.2189,0.4737
627,score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=false,spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=false,4,2,1,50.0,21,57.512,56.8291,17.5434,-0.6829,False,ScoreGap = 5–10 -> SpikeGap = 40+ -> Spread = 80+ -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",2,42.2096,0.1667
628,score_gap_bucket=20+ AND spike_gap_bucket=20–30 AND spike_score_bucket=375–400,score_gap_bucket=20+ AND spike_gap_bucket=20–30,3,5,3,60.0,16,44.3044,48.0414,8.7557,3.737,True,ScoreGap = 20+ -> SpikeGap = 20–30 -> SpikeScore = 375–400,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""}]",5,42.2043,0.3333
629,score_gap_bucket=20+ AND spike_gap_bucket=10–20 AND spike_score_bucket=325–350 AND yellow_warning=false,score_gap_bucket=20+ AND spike_score_bucket=325–350 AND yellow_warning=false,4,2,1,50.0,11,57.9832,56.755,17.4693,-1.2282,False,ScoreGap = 20+ -> SpikeGap = 10–20 -> SpikeScore = 325–350 -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",2,42.1973,0.1667
630,score_gap_bucket=20+ AND spike_score_bucket=325–350 AND spread_bucket=70–80 AND yellow_warning=false,score_gap_bucket=20+ AND spike_score_bucket=325–350 AND yellow_warning=false,4,2,1,50.0,11,57.9832,56.755,17.4693,-1.2282,False,ScoreGap = 20+ -> SpikeScore = 325–350 -> Spread = 70–80 -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",2,42.1973,0.1667
631,spike_gap_bucket=10–20 AND spike_score_bucket=350–375 AND spread_bucket=80+,spike_score_bucket=350–375 AND spread_bucket=80+,3,3,2,66.6667,28,49.6594,51.8777,12.592,2.2183,False,SpikeGap = 10–20 -> SpikeScore = 350–375 -> Spread = 80+,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",3,42.1916,0.2308
632,spike_score_bucket=350–375 AND spread_bucket=80+ AND value_count_bucket=2,spike_score_bucket=350–375 AND spread_bucket=80+,3,3,2,66.6667,28,49.6594,51.8777,12.592,2.2183,False,SpikeScore = 350–375 -> Spread = 80+ -> Antal value = 2,"[{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",3,42.1916,0.2308
633,score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND yellow_warning=true,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND yellow_warning=true,4,2,1,50.0,11,57.8722,56.6611,17.3754,-1.2111,False,ScoreGap = 5–10 -> SpikeGap = 40+ -> SpikeScore = 325–350 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",2,42.1816,0.1667
634,score_gap_bucket=20+ AND spike_score_bucket=375–400 AND spread_bucket=70–80 AND yellow_warning=true,score_gap_bucket=20+ AND spread_bucket=70–80 AND yellow_warning=true,4,2,1,50.0,13,57.6859,56.6611,17.3754,-1.0248,False,ScoreGap = 20+ -> SpikeScore = 375–400 -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",2,42.1816,0.1667
635,score_gap_bucket=0–5 AND spread_bucket=80+ AND yellow_warning=true,spread_bucket=80+ AND yellow_warning=true,3,6,3,50.0,49,46.0715,46.9781,7.6924,0.9066,True,ScoreGap = 0–5 -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",6,42.1704,0.375
636,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=80+ AND value_count_bucket=1,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=80+,5,7,2,28.5714,19,52.8104,46.2845,6.9988,-6.5259,False,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeScore = 350–375 -> Spread = 80+ -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",7,42.1676,0.4118
637,race_type=3-hästarslopp AND spike_gap_bucket=10–20 AND spike_score_bucket=350–375 AND spread_bucket=80+,race_type=3-hästarslopp AND spike_score_bucket=350–375 AND spread_bucket=80+,4,2,2,100.0,22,52.2188,56.5625,17.2768,4.3437,False,Lopptyp = 3-hästarslopp -> SpikeGap = 10–20 -> SpikeScore = 350–375 -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",2,42.1652,0.1667
638,spike_score_bucket=375–400 AND spread_bucket=70–80 AND value_count_bucket=1,spread_bucket=70–80 AND value_count_bucket=1,3,3,2,66.6667,15,48.7791,51.7604,12.4746,2.9813,False,SpikeScore = 375–400 -> Spread = 70–80 -> Antal value = 1,"[{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",3,42.1645,0.2308
639,red_warning=false AND spike_gap_bucket=20–30 AND spread_bucket=80+,red_warning=false AND spread_bucket=80+,3,14,6,42.8571,88,45.1753,44.2208,4.9351,-0.9545,True,Röd varning = Nej -> SpikeGap = 20–30 -> Spread = 80+,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",14,42.1645,0.5833
640,race_type=Öppet lopp AND score_gap_bucket=20+ AND yellow_warning=true,score_gap_bucket=20+ AND yellow_warning=true,3,24,10,41.6667,57,45.3891,43.3587,4.073,-2.0304,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",24,42.1608,0.7059
641,score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=70–80 AND yellow_warning=false,score_gap_bucket=20+ AND spike_score_bucket=350–375 AND yellow_warning=false,4,3,1,33.3333,19,54.6406,51.7351,12.4493,-2.9055,False,ScoreGap = 20+ -> SpikeScore = 350–375 -> Spread = 70–80 -> Gul varning = Nej,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",3,42.1586,0.2308
642,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_gap_bucket=0–10 AND spike_score_bucket=350–375,race_type=Öppet lopp AND spike_gap_bucket=0–10 AND spike_score_bucket=350–375,4,2,1,50.0,5,59.0699,56.4785,17.1928,-2.5914,False,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeGap = 0–10 -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",2,42.1512,0.1667
643,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=0–10 AND spike_score_bucket=375–400,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=0–10,4,2,1,50.0,8,58.0023,56.4018,17.1161,-1.6005,False,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> SpikeGap = 0–10 -> SpikeScore = 375–400,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""}]",2,42.1384,0.1667
644,race_type=3-hästarslopp AND spike_gap_bucket=10–20 AND spike_score_bucket=350–375,race_type=3-hästarslopp AND spike_score_bucket=350–375,3,3,2,66.6667,32,49.3486,51.6075,12.3218,2.2589,False,Lopptyp = 3-hästarslopp -> SpikeGap = 10–20 -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",3,42.1292,0.2308
645,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=80+,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375,4,5,2,40.0,15,50.3937,47.7953,8.5096,-2.5984,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeScore = 350–375 -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",5,42.1222,0.3333
646,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375 AND value_count_bucket=1,race_type=Öppet lopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375,4,5,2,40.0,15,50.3937,47.7953,8.5096,-2.5984,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> SpikeScore = 350–375 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",5,42.1222,0.3333
647,score_gap_bucket=20+ AND spike_gap_bucket=20–30 AND spike_score_bucket=350–375 AND yellow_warning=true,score_gap_bucket=20+ AND spike_gap_bucket=20–30 AND spike_score_bucket=350–375,4,4,2,50.0,6,48.6068,49.1641,9.8784,0.5573,False,ScoreGap = 20+ -> SpikeGap = 20–30 -> SpikeScore = 350–375 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",4,42.1081,0.2857
648,score_gap_bucket=0–5 AND spike_gap_bucket=0–10 AND spread_bucket=80+ AND yellow_warning=true,spike_gap_bucket=0–10 AND spread_bucket=80+ AND yellow_warning=true,4,2,1,50.0,11,57.2664,56.1485,16.8628,-1.1179,False,ScoreGap = 0–5 -> SpikeGap = 0–10 -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",2,42.0962,0.1667
649,race_type=Öppet lopp AND spike_gap_bucket=0–10 AND yellow_warning=true,spike_gap_bucket=0–10 AND yellow_warning=true,3,16,7,43.75,26,43.9318,43.851,4.5653,-0.0808,True,Lopptyp = Öppet lopp -> SpikeGap = 0–10 -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",16,42.0951,0.6154
