environment_rank,environment_key,parent_key,depth,observations,winners,hit_rate_percent,parent_observations,parent_adjusted_hit_rate_percent,adjusted_hit_rate_percent,lift_vs_root_pp,lift_vs_parent_pp,can_grow,environment,conditions_json,historical_row_count,ranking_score_percent,evidence_factor
570,race_type=Öppet lopp AND score_gap_bucket=15–20 AND spike_gap_bucket=30–40 AND value_count_bucket=1,race_type=Öppet lopp AND score_gap_bucket=15–20 AND value_count_bucket=1,4,4,2,50.0,7,50.9586,50.61,11.3243,-0.3486,False,Lopptyp = Öppet lopp -> ScoreGap = 15–20 -> SpikeGap = 30–40 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""15–20""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""30–40""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",4,42.5212,0.2857
571,spread_bucket=80+ AND yellow_warning=false,spread_bucket=80+,2,49,21,42.8571,98,43.9467,43.173,3.8872,-0.7737,True,Spread = 80+ -> Gul varning = Nej,"[{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",49,42.5141,0.8305
572,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND spread_bucket=<60 AND yellow_warning=true,spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND spread_bucket=<60,4,4,1,25.0,9,61.8634,50.5208,11.2351,-11.3426,False,SpikeGap = 40+ -> SpikeScore = 325–350 -> Spread = <60 -> Gul varning = Ja,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",4,42.4957,0.2857
573,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_gap_bucket=10–20,race_type=3-hästarslopp AND score_gap_bucket=20+,3,6,2,33.3333,56,52.1859,47.8353,8.5496,-4.3506,True,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeGap = 10–20,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""}]",6,42.4918,0.375
574,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND spread_bucket=<60,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spike_score_bucket=350–375,4,3,2,66.6667,18,50.8787,53.1341,13.8484,2.2554,False,ScoreGap = 20+ -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Spread = <60,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",3,42.4815,0.2308
575,score_gap_bucket=20+ AND spike_gap_bucket=0–10 AND spread_bucket=70–80 AND yellow_warning=true,score_gap_bucket=20+ AND spread_bucket=70–80 AND yellow_warning=true,4,3,1,33.3333,13,57.6859,53.1198,13.8341,-4.5661,False,ScoreGap = 20+ -> SpikeGap = 0–10 -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",3,42.4782,0.2308
576,race_type=Öppet lopp AND spike_gap_bucket=40+ AND spread_bucket=80+ AND yellow_warning=true,race_type=Öppet lopp AND spike_gap_bucket=40+ AND spread_bucket=80+,4,5,2,40.0,16,51.6109,48.8464,9.5607,-2.7645,True,Lopptyp = Öppet lopp -> SpikeGap = 40+ -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",5,42.4726,0.3333
577,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND value_count_bucket=1,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=40+ AND value_count_bucket=1,5,2,1,50.0,10,60.0868,58.4057,19.12,-1.6811,False,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",2,42.4724,0.1667
578,spike_gap_bucket=0–10 AND spread_bucket=<60,spike_gap_bucket=0–10,2,14,7,50.0,43,41.0431,44.7312,5.4455,3.6881,True,SpikeGap = 0–10 -> Spread = <60,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",14,42.4622,0.5833
579,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND spread_bucket=<60,score_gap_bucket=20+ AND spike_gap_bucket=40+,3,9,3,33.3333,56,51.6695,45.979,6.6933,-5.6905,True,ScoreGap = 20+ -> SpikeGap = 40+ -> Spread = <60,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",9,42.4562,0.4737
580,spike_gap_bucket=0–10 AND spike_score_bucket=325–350 AND spread_bucket=<60,spike_gap_bucket=0–10 AND spread_bucket=<60,3,5,3,60.0,14,44.7312,48.7493,9.4636,4.0181,True,SpikeGap = 0–10 -> SpikeScore = 325–350 -> Spread = <60,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",5,42.4402,0.3333
581,race_type=3-hästarslopp AND spike_gap_bucket=30–40 AND spread_bucket=80+ AND yellow_warning=false,race_type=3-hästarslopp AND spread_bucket=80+ AND yellow_warning=false,4,4,1,25.0,23,55.385,50.3208,11.0351,-5.0642,False,Lopptyp = 3-hästarslopp -> SpikeGap = 30–40 -> Spread = 80+ -> Gul varning = Nej,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""30–40""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":false}]",4,42.4386,0.2857
582,spread_bucket=70–80 AND value_count_bucket=3+,spread_bucket=70–80,2,4,3,75.0,37,45.3634,50.3028,11.0171,4.9394,False,Spread = 70–80 -> Antal value = 3+,"[{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""3+""}]",4,42.4335,0.2857
583,race_type=3-hästarslopp AND red_warning=true AND spike_gap_bucket=40+,race_type=3-hästarslopp AND spike_gap_bucket=40+,3,4,1,25.0,39,55.3581,50.2984,11.0127,-5.0597,False,Lopptyp = 3-hästarslopp -> Röd varning = Ja -> SpikeGap = 40+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":true},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""}]",4,42.4322,0.2857
584,race_type=3-hästarslopp AND red_warning=false AND spike_score_bucket=375–400 AND spread_bucket=80+,race_type=3-hästarslopp AND red_warning=false AND spread_bucket=80+,4,17,6,35.2941,52,51.9016,44.2711,4.9854,-7.6305,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> SpikeScore = 375–400 -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",17,42.4247,0.6296
585,race_type=3-hästarslopp AND value_count_bucket=2,race_type=3-hästarslopp,2,10,4,40.0,77,48.3063,45.5375,6.2518,-2.7688,True,Lopptyp = 3-hästarslopp -> Antal value = 2,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",10,42.4116,0.5
586,red_warning=false AND spike_score_bucket=375–400 AND spread_bucket=70–80,red_warning=false AND spread_bucket=70–80,3,7,3,42.8571,34,48.2827,46.8761,7.5904,-1.4066,True,Röd varning = Nej -> SpikeScore = 375–400 -> Spread = 70–80,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",7,42.4112,0.4118
587,race_type=3-hästarslopp AND red_warning=false AND spike_gap_bucket=10–20 AND spread_bucket=80+,race_type=3-hästarslopp AND red_warning=false AND spread_bucket=80+,4,6,2,33.3333,52,51.9016,47.6166,8.3309,-4.285,True,Lopptyp = 3-hästarslopp -> Röd varning = Nej -> SpikeGap = 10–20 -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""10–20""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",6,42.4098,0.375
588,race_type=Öppet lopp AND red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND value_count_bucket=1,race_type=Öppet lopp AND red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=325–350,5,2,0,0.0,12,67.5921,57.9361,18.6504,-9.656,False,Lopptyp = Öppet lopp -> Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 325–350 -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",2,42.3941,0.1667
589,spike_score_bucket=375–400 AND spread_bucket=70–80 AND yellow_warning=true,spread_bucket=70–80 AND yellow_warning=true,3,4,2,50.0,20,50.1817,50.1514,10.8657,-0.0303,False,SpikeScore = 375–400 -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",4,42.3902,0.2857
590,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=70–80 AND yellow_warning=true,race_type=3-hästarslopp AND score_gap_bucket=20+ AND spread_bucket=70–80 AND yellow_warning=true,5,2,1,50.0,6,60.5219,57.8914,18.6057,-2.6305,False,Lopptyp = 3-hästarslopp -> ScoreGap = 20+ -> SpikeScore = 350–375 -> Spread = 70–80 -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",2,42.3867,0.1667
591,spike_gap_bucket=0–10 AND spike_score_bucket=375–400 AND spread_bucket=80+,spike_gap_bucket=0–10 AND spread_bucket=80+,3,6,3,50.0,16,46.6371,47.5543,8.2685,0.9172,True,SpikeGap = 0–10 -> SpikeScore = 375–400 -> Spread = 80+,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",6,42.3864,0.375
592,race_type=Öppet lopp AND score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND value_count_bucket=1,score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND value_count_bucket=1,4,3,2,66.6667,7,46.7336,52.7135,13.4278,5.9799,False,Lopptyp = Öppet lopp -> ScoreGap = 5–10 -> SpikeGap = 40+ -> Antal value = 1,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",3,42.3844,0.2308
593,score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND spike_score_bucket=350–375 AND value_count_bucket=1,score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND value_count_bucket=1,4,3,2,66.6667,7,46.7336,52.7135,13.4278,5.9799,False,ScoreGap = 5–10 -> SpikeGap = 40+ -> SpikeScore = 350–375 -> Antal value = 1,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",3,42.3844,0.2308
594,race_type=Topp 5-profil AND spread_bucket=60–70 AND value_count_bucket=0,spread_bucket=60–70 AND value_count_bucket=0,3,5,3,60.0,9,42.2074,48.5619,9.2762,6.3545,True,Lopptyp = Topp 5-profil -> Spread = 60–70 -> Antal value = 0,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Topp 5-profil""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""60–70""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""0""}]",5,42.3778,0.3333
595,score_gap_bucket=20+ AND spike_gap_bucket=20–30,score_gap_bucket=20+,2,16,7,43.75,116,44.7479,44.3044,5.0187,-0.4435,True,ScoreGap = 20+ -> SpikeGap = 20–30,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""20–30""}]",16,42.3741,0.6154
596,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=375–400 AND spread_bucket=80+ AND value_count_bucket=2,red_warning=false AND spike_gap_bucket=40+ AND spread_bucket=80+ AND value_count_bucket=2,5,2,1,50.0,7,59.9753,57.7586,18.4729,-2.2167,False,Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 375–400 -> Spread = 80+ -> Antal value = 2,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",2,42.3645,0.1667
597,race_type=Öppet lopp AND score_gap_bucket=0–5 AND spike_score_bucket=325–350,score_gap_bucket=0–5 AND spike_score_bucket=325–350,3,13,6,46.1538,16,43.5592,44.7223,5.4366,1.1631,True,Lopptyp = Öppet lopp -> ScoreGap = 0–5 -> SpikeScore = 325–350,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""}]",13,42.3586,0.5652
598,score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND value_count_bucket=1,spike_gap_bucket=40+ AND value_count_bucket=1,3,7,4,57.1429,34,43.0904,46.7336,7.4479,3.6432,True,ScoreGap = 5–10 -> SpikeGap = 40+ -> Antal value = 1,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",7,42.3525,0.4118
599,score_gap_bucket=20+ AND spike_gap_bucket=40+ AND value_count_bucket=1,score_gap_bucket=20+ AND spike_gap_bucket=40+,3,17,6,35.2941,56,51.6695,44.1457,4.86,-7.5238,True,ScoreGap = 20+ -> SpikeGap = 40+ -> Antal value = 1,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",17,42.3457,0.6296
600,red_warning=true AND spike_gap_bucket=40+ AND value_count_bucket=1,spike_gap_bucket=40+ AND value_count_bucket=1,3,10,5,50.0,34,43.0904,45.3936,6.1079,2.3032,True,Röd varning = Ja -> SpikeGap = 40+ -> Antal value = 1,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":true},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",10,42.3397,0.5
601,spike_gap_bucket=0–10 AND spike_score_bucket=350–375 AND spread_bucket=<60,spike_gap_bucket=0–10 AND spike_score_bucket=350–375,3,2,2,100.0,13,51.0198,57.5505,18.2648,6.5307,False,SpikeGap = 0–10 -> SpikeScore = 350–375 -> Spread = <60,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""<60""}]",2,42.3298,0.1667
602,spike_gap_bucket=0–10 AND spike_score_bucket=350–375 AND value_count_bucket=2,spike_gap_bucket=0–10 AND spike_score_bucket=350–375,3,2,2,100.0,13,51.0198,57.5505,18.2648,6.5307,False,SpikeGap = 0–10 -> SpikeScore = 350–375 -> Antal value = 2,"[{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",2,42.3298,0.1667
603,score_gap_bucket=15–20 AND spike_gap_bucket=40+ AND spike_score_bucket=375–400 AND yellow_warning=true,score_gap_bucket=15–20 AND spike_score_bucket=375–400 AND yellow_warning=true,4,4,2,50.0,5,49.8592,49.9218,10.6361,0.0626,False,ScoreGap = 15–20 -> SpikeGap = 40+ -> SpikeScore = 375–400 -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""15–20""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",4,42.3246,0.2857
604,red_warning=false AND spike_score_bucket=350–375 AND value_count_bucket=2,red_warning=false AND spike_score_bucket=350–375,3,7,3,42.8571,63,47.9958,46.6636,7.3778,-1.3322,True,Röd varning = Nej -> SpikeScore = 350–375 -> Antal value = 2,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",7,42.3237,0.4118
605,race_type=Öppet lopp AND score_gap_bucket=20+ AND spread_bucket=80+ AND yellow_warning=true,race_type=Öppet lopp AND spread_bucket=80+ AND yellow_warning=true,4,7,3,42.8571,11,49.0784,46.659,7.3733,-2.4194,True,Lopptyp = Öppet lopp -> ScoreGap = 20+ -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",7,42.3218,0.4118
606,score_gap_bucket=0–5 AND spike_score_bucket=325–350 AND spread_bucket=80+,spike_score_bucket=325–350 AND spread_bucket=80+,3,3,2,66.6667,14,49.3804,52.4309,13.1452,3.0505,False,ScoreGap = 0–5 -> SpikeScore = 325–350 -> Spread = 80+,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",3,42.3192,0.2308
607,score_gap_bucket=0–5 AND spike_score_bucket=400+ AND spread_bucket=80+,spike_score_bucket=400+ AND spread_bucket=80+,3,3,2,66.6667,14,49.3804,52.4309,13.1452,3.0505,False,ScoreGap = 0–5 -> SpikeScore = 400+ -> Spread = 80+,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""0–5""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""400+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",3,42.3192,0.2308
608,score_gap_bucket=20+ AND spike_score_bucket=350–375 AND value_count_bucket=2,score_gap_bucket=20+ AND value_count_bucket=2,3,4,2,50.0,12,49.8424,49.8818,10.5961,0.0394,False,ScoreGap = 20+ -> SpikeScore = 350–375 -> Antal value = 2,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""2""}]",4,42.3132,0.2857
609,score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=80+ AND yellow_warning=true,score_gap_bucket=20+ AND spike_score_bucket=350–375 AND spread_bucket=80+,4,11,4,36.3636,24,49.8452,45.0614,5.7757,-4.7838,True,ScoreGap = 20+ -> SpikeScore = 350–375 -> Spread = 80+ -> Gul varning = Ja,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""20+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""},{""variable"":""Gul varning"",""column"":""yellow_warning"",""value"":true}]",11,42.3111,0.5238
610,race_type=Öppet lopp AND spike_score_bucket=350–375,spike_score_bucket=350–375,2,40,17,42.5,77,44.1826,43.0609,3.7752,-1.1217,True,Lopptyp = Öppet lopp -> SpikeScore = 350–375,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""Öppet lopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""350–375""}]",40,42.3059,0.8
611,score_gap_bucket=5–10 AND spike_gap_bucket=0–10 AND spike_score_bucket=375–400,spike_gap_bucket=0–10 AND spike_score_bucket=375–400,3,2,2,100.0,7,45.2171,57.3911,18.1054,12.174,False,ScoreGap = 5–10 -> SpikeGap = 0–10 -> SpikeScore = 375–400,"[{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""}]",2,42.3033,0.1667
612,race_type=3-hästarslopp AND spike_score_bucket=375–400 AND spread_bucket=70–80,race_type=3-hästarslopp AND spread_bucket=70–80,3,5,2,40.0,21,50.3933,48.3146,9.0289,-2.0787,True,Lopptyp = 3-hästarslopp -> SpikeScore = 375–400 -> Spread = 70–80,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""375–400""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""}]",5,42.2953,0.3333
613,race_type=3-hästarslopp AND score_gap_bucket=5–10 AND spike_gap_bucket=40+ AND spread_bucket=80+,race_type=3-hästarslopp AND spike_gap_bucket=40+ AND spread_bucket=80+,4,2,1,50.0,25,57.9369,57.2154,17.9296,-0.7215,False,Lopptyp = 3-hästarslopp -> ScoreGap = 5–10 -> SpikeGap = 40+ -> Spread = 80+,"[{""variable"":""Lopptyp"",""column"":""race_type"",""value"":""3-hästarslopp""},{""variable"":""ScoreGap"",""column"":""score_gap_bucket"",""value"":""5–10""},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""80+""}]",2,42.274,0.1667
614,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND spread_bucket=70–80 AND value_count_bucket=1,red_warning=false AND spike_gap_bucket=40+ AND spike_score_bucket=325–350 AND value_count_bucket=1,5,1,1,100.0,5,66.5178,72.0982,32.8125,5.5804,False,Röd varning = Nej -> SpikeGap = 40+ -> SpikeScore = 325–350 -> Spread = 70–80 -> Antal value = 1,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""40+""},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""325–350""},{""variable"":""Spread"",""column"":""spread_bucket"",""value"":""70–80""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""1""}]",1,42.2687,0.0909
615,red_warning=false AND spike_gap_bucket=0–10 AND value_count_bucket=3+,red_warning=false AND value_count_bucket=3+,3,2,2,100.0,11,49.3867,57.1734,17.8876,7.7867,False,Röd varning = Nej -> SpikeGap = 0–10 -> Antal value = 3+,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeGap"",""column"":""spike_gap_bucket"",""value"":""0–10""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""3+""}]",2,42.267,0.1667
616,red_warning=false AND spike_score_bucket=<300 AND value_count_bucket=3+,red_warning=false AND value_count_bucket=3+,3,2,2,100.0,11,49.3867,57.1734,17.8876,7.7867,False,Röd varning = Nej -> SpikeScore = <300 -> Antal value = 3+,"[{""variable"":""Röd varning"",""column"":""red_warning"",""value"":false},{""variable"":""SpikeScore"",""column"":""spike_score_bucket"",""value"":""<300""},{""variable"":""Antal value"",""column"":""value_count_bucket"",""value"":""3+""}]",2,42.267,0.1667
